mirna,TC_3B,TF_4H,TF_4P,FF_5B,F1F_7G,F1F_7M,TF_9K,TC_11E,TF_13B,F1C_19A,FF_21J,TF_22A,FF_23C,F1F_24A,TC_26B,TC_27A,F1C_29A,F1F_31A,F1F_33A,FF_35C,F1C_37,FF_39A,FF_39E,FF_39J,FC_42B,TF_43A,TC_44A,FC_45A,FC_46F,TF_379,FC_41B,TF_787,FF_801,FC_974,F1C_4208,F1F_4563,F1F_4590
novel_24_588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0
novel_24_589,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0
novel_24_590,0,0,0,0,0,0,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_25_591,0,0,4,11,16,11,0,12,33,50,9,9,24,8,0,21,23,0,10,15,8,8,0,12,9,0,29,3,10,34,11,18,8,27,0,8,0
novel_25_592,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_25_593,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
novel_25_594,0,0,11,0,48,35,26,24,0,0,15,25,0,0,76,21,0,0,37,0,31,26,25,20,0,0,37,0,27,0,0,0,0,0,18,13,77
novel_25_595,299,277,125,396,648,484,635,584,1541,843,423,332,1109,359,514,385,445,570,520,618,350,445,980,511,354,316,627,544,677,585,848,574,527,630,457,491,573
novel_25_596,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_25_597,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,49,0,0,0,0,0,0
novel_25_598,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
novel_25_599,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_25_600,0,11,0,7,0,14,25,0,14,15,14,9,10,12,0,10,18,0,6,11,12,0,0,16,8,11,29,9,0,8,7,25,12,10,20,0,0
novel_25_601,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,36,0,0,0,0,0,82
novel_25_602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0
novel_25_603,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,8,0,11,0,0,0,18,0,0,0,0,14,0,0,0,0
novel_25_604,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_25_605,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,7
novel_26_606,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
novel_26_607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
novel_26_608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
novel_26_609,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_26_610,242,147,473,200,54,56,555,46,3828,217,1757,208,986,134,440,457,177,196,186,6393,190,335,266,292,926,23,290,88,169,1145,7023,5095,373,7655,844,53,205
novel_26_611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,10
novel_26_612,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_26_613,0,7,0,0,8,0,5,16,27,15,0,8,16,7,3,7,9,12,11,11,0,0,14,8,8,0,13,0,0,6,0,7,0,9,5,8,29
novel_26_614_1,43439,860151,237765,52319,249197,128962,282719,266576,49765,12287818,44318,428161,91837,47804,64414,31881,79197,55455,141221,179923,75287,102301,59944,68638,173599,122115,116364,66029,164318,106415,124886,158280,34796,88915,140346,101183,70244
novel_26_614_2,31,34,30,65,96,73,38,34,154,180,99,118,92,77,43,70,90,55,72,106,21,80,109,58,117,21,99,73,84,103,139,80,105,127,52,57,32
novel_26_615,13,0,0,0,0,0,0,0,10,10,0,7,17,0,11,0,8,0,0,0,0,0,8,0,7,0,0,8,0,0,16,0,9,18,0,7,16
novel_26_616,13,10,0,25,0,23,0,0,74,38,15,24,53,13,17,0,17,0,13,10,16,9,55,20,0,18,0,0,34,0,75,29,25,42,0,0,33
novel_26_617,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_618,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0
novel_3_619,0,574,0,0,0,0,0,0,3998,0,0,0,0,0,0,0,0,0,1016,0,0,0,2596,0,0,0,2494,0,0,0,0,0,0,1806,0,0,0
novel_3_620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0
novel_3_621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0
novel_3_622,0,3,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_623,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,14,0,0,0,0,0,0,0,0
novel_3_625,16308,8007,6044,22932,21496,24161,10499,15687,40599,33919,22788,13052,31099,15453,22149,20841,18238,12087,12942,21821,12799,19202,27240,26105,19538,10441,20424,16502,22197,23972,31878,32154,24819,34589,14150,14788,24906
novel_3_626,41,18,0,33,67,29,0,38,67,94,30,35,63,0,31,11,33,31,45,39,22,0,69,46,23,37,65,27,14,36,60,22,28,56,24,32,50
novel_3_627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_628,7,0,0,18,44,36,0,31,59,93,15,31,48,0,15,11,19,9,0,24,7,13,90,30,25,43,24,10,15,28,27,19,14,59,7,26,29
novel_3_629,8,7,0,14,20,6,0,12,12,10,6,6,10,8,8,0,24,9,0,7,7,15,8,13,6,0,0,6,16,0,12,0,9,0,7,10,9
novel_3_630,0,0,0,3,9,0,0,0,7,10,3,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,6
novel_3_631,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_632,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
novel_3_634,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,7,0,0,0,0
novel_3_635,0,0,0,0,13,18,0,0,38,27,0,10,0,0,12,19,21,13,0,0,14,0,0,16,12,0,15,0,0,0,0,12,39,0,17,16,0
novel_3_636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
novel_3_637,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,10,0,10,0,10,0,0,0,0,0,0,0,0
novel_3_638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
novel_3_639,0,0,0,0,8,0,7,0,18,7,0,9,0,0,10,0,0,0,0,0,0,9,0,0,8,0,6,9,0,6,13,0,0,11,0,0,0
novel_3_640,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_641,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0
novel_3_642,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_644,0,0,0,0,0,0,0,11,0,0,0,7,6,0,0,0,0,0,0,3,0,0,12,0,0,18,4,0,0,0,0,3,0,0,0,0,7
novel_3_645,0,0,0,0,49,38,37,0,0,41,30,20,0,30,37,38,33,0,0,0,35,0,0,47,38,37,0,34,0,0,43,47,61,27,23,43,73
novel_3_646,31,0,0,20,31,25,22,26,161,71,21,20,145,22,49,33,45,21,32,28,43,35,99,52,43,20,41,53,34,45,91,42,67,83,14,26,51
novel_3_647,1134,2200,868,1828,2640,2832,3210,1938,7950,4890,2039,1929,3359,1918,3752,1755,2322,1106,1503,2154,1269,2177,3714,2384,1796,1208,3575,2117,3519,2736,3592,3028,1788,3642,2276,1682,3053
novel_3_648,19,0,9,0,0,0,12,12,11,0,0,0,10,0,9,9,0,0,13,0,0,0,0,0,0,12,13,0,10,0,0,8,7,8,8,0,0
novel_3_649,1947,1521,1275,1341,3954,3346,1692,3913,11562,5946,1555,2601,8372,1466,4842,2191,1768,1747,2081,1366,1520,1297,6086,1571,2090,4363,3729,3273,2280,2839,4506,2224,2954,3866,1631,4485,7200
novel_3_650,401,415,214,246,411,412,783,346,1570,520,399,249,780,314,472,609,550,403,522,504,455,526,641,468,454,555,446,306,713,394,656,517,569,673,415,474,1054
novel_3_651,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_653,67,1108,1293,157,57,158,2736,512,583,182,105,1179,151,373,146,2325,510,2439,1185,5371,75,4812,587,213,332,14,510,80,6381,350,4723,205,1735,6384,1150,4750,31
novel_3_654,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
novel_3_656,0,0,0,0,9,0,6,10,6,6,7,5,14,6,11,7,0,4,8,6,0,0,9,0,7,9,8,9,0,0,0,3,0,5,0,5,11
novel_3_657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_658,0,0,0,0,0,0,0,12,0,22,0,0,15,0,0,0,0,0,0,0,0,0,33,10,10,0,0,0,0,0,15,0,0,0,0,0,0
novel_3_659,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
novel_3_661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
novel_3_663,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_664,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0
novel_3_665,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_667,0,17,16,0,12,8,10,10,23,10,0,0,12,6,0,12,20,0,7,8,14,16,24,15,9,6,21,0,0,15,14,20,13,12,11,0,18
novel_3_668,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,17
novel_3_669,40,0,14,91,118,163,13,90,394,199,48,144,267,35,96,103,67,103,87,380,27,175,258,110,120,0,62,114,111,93,594,73,223,296,35,140,22
novel_3_670,389,1023,0,673,981,0,660,0,2635,1061,662,474,854,0,854,533,697,727,551,522,441,432,888,951,626,316,1271,525,996,1103,0,1217,804,962,810,0,915
novel_3_671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
novel_3_672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
novel_3_675,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_676,0,0,0,0,0,12,0,6,0,14,0,0,0,4,0,0,0,6,0,0,4,10,19,8,0,0,6,8,0,0,14,0,0,8,4,0,5
novel_3_677,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_678,23,0,0,0,14,0,10,37,0,0,0,48,0,16,0,0,0,0,0,19,0,24,0,0,0,0,0,0,27,0,17,0,0,17,0,10,32
novel_3_679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
novel_3_680,0,0,0,0,8,12,0,0,11,13,0,0,0,0,0,0,0,0,9,27,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0
novel_3_681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_682,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_683,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,9,0,9,0,0,0,0,0,6,11,0,0,0,9,11,6,0,9,6,0,22
novel_3_684,125,24,21,42,109,91,36,43,199,166,51,203,157,23,128,62,67,21,103,57,72,36,148,71,96,329,86,118,77,99,105,77,66,134,44,58,277
novel_3_685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
novel_3_686,0,122,0,0,0,0,0,778,0,646,167,285,444,138,188,151,123,214,221,181,251,0,608,216,129,231,467,212,248,248,493,308,248,0,0,0,0
novel_3_687,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
novel_3_688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_689,94,125,67,105,189,159,171,143,420,185,128,116,209,128,233,106,135,134,110,134,140,110,197,136,125,182,195,218,192,149,180,210,128,150,128,159,302
novel_3_690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,16,0,0,11,7,0,0,0,0,0,5
novel_3_691,0,0,0,0,0,0,0,0,7,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,5
novel_3_692,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
novel_3_693,266,833,276,559,487,690,968,268,833,682,673,252,360,707,724,632,705,301,329,918,401,1231,648,1186,361,107,814,429,1734,595,788,976,347,572,564,217,275
novel_3_694,0,0,0,11,0,7,7,0,26,32,14,12,16,7,11,8,0,0,0,12,0,7,16,7,8,0,9,0,13,18,14,14,0,15,0,0,0
novel_3_695,0,0,0,0,10,11,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
novel_3_696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,44,13,0,0,19,0,0,0,0,0,0,0,0,0,0
novel_3_697,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_3_698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
novel_3_699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
novel_3_700,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
novel_4_701,0,0,0,7,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,14,0,25,23,16,0,0,0,0,9,0,35,0,13,23,0,0,0
novel_4_702,0,8,0,0,7,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
novel_4_703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
novel_4_704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_705,0,0,0,0,0,10,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,9,6,0,0
novel_4_706,0,0,0,0,0,13,0,0,0,5,7,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
novel_4_707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
novel_4_708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
novel_4_709,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,25
novel_4_711,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_712,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_713,0,0,0,0,0,0,0,0,39,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_714,0,0,0,0,0,0,0,0,20,9,0,0,12,0,8,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,17,0,3,10,0,0,0
novel_4_715,13,0,0,22,72,48,12,20,147,101,58,33,95,32,66,8,51,14,18,42,25,20,90,64,28,0,90,34,8,61,111,39,45,81,0,19,20
novel_4_716,43,65,66,36,26,30,41,19,112,60,46,159,46,26,38,61,44,19,385,39,129,27,98,58,52,9,50,42,100,135,66,93,57,117,50,25,50
novel_4_717,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_718,184,34,22,184,101,189,44,136,623,518,165,249,281,83,307,186,108,85,89,228,54,294,1011,263,172,236,103,110,182,171,664,163,196,785,62,135,345
novel_4_720,5,11,0,0,4,10,14,15,9,8,10,0,12,0,5,3,0,4,7,0,4,7,17,13,7,11,0,8,12,0,9,15,12,6,14,0,7
novel_4_721,194,475,185,453,545,383,884,446,1844,658,749,357,620,484,611,277,439,273,295,600,319,844,1330,1438,462,143,1724,679,897,980,861,560,364,625,621,361,752
novel_4_722,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4
novel_4_724,25,46,26,50,53,57,62,32,0,0,52,23,35,34,45,32,40,30,37,50,35,84,49,61,36,10,62,22,0,50,61,80,38,51,30,18,27
novel_4_725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_4_726,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
novel_5_727,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_728,153,40,0,40,182,135,50,167,395,368,82,179,432,70,206,130,64,38,109,82,127,85,310,65,79,410,110,147,138,169,336,93,114,439,68,120,348
novel_5_729,4,0,0,0,8,0,8,0,10,0,0,0,0,0,7,10,0,0,7,14,0,10,0,0,0,0,0,0,14,0,12,9,0,9,9,0,0
novel_5_730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_731,0,8,0,0,6,0,7,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,11,7,0,0,0,0
novel_5_732,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_733,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,21
novel_5_734,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
novel_5_736,489,719,392,1441,1434,1718,1083,1239,5745,3953,1832,2367,2356,923,1842,1733,1187,1088,878,2286,646,1962,4285,2208,1686,134,2461,1989,1979,1992,5396,1862,1521,5315,833,1515,758
novel_5_737,1585,2162,1767,2030,4269,4889,2185,3157,9484,5817,2758,1974,5982,2231,4525,2621,3320,1855,1849,2349,1430,4365,6246,4544,3190,2212,3964,7194,4997,5191,8262,5522,2561,4461,2797,2199,4661
novel_5_738,0,0,0,0,0,0,0,7,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,18,0,0,0,0,0,0,0
novel_5_739,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
novel_5_740,0,9,0,16,20,11,20,12,40,26,16,7,22,11,16,18,18,10,21,14,9,20,27,29,12,9,15,10,22,27,12,27,14,24,10,0,0
novel_5_741,0,11,0,8,11,4,14,0,39,23,9,8,23,8,5,20,16,0,11,12,15,5,15,10,9,0,21,6,26,20,26,13,18,11,18,8,18
novel_5_742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
novel_5_743,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,8,0,0,0,0,0,0,0
novel_5_744,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_745,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_747,42,20,29,35,51,39,39,48,147,69,30,108,149,55,76,73,36,34,35,38,31,25,102,43,50,156,78,53,46,49,51,55,52,42,46,41,235
novel_5_748,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_749,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
novel_5_750,15,0,7,14,27,19,0,18,41,59,10,46,53,11,9,11,14,7,34,0,10,12,48,16,11,34,14,35,0,31,26,11,10,48,0,7,41
novel_5_751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
novel_5_752,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel_5_753,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,8,0,0,0,0,8,14,0,0,0,0,0,9,10,0,0,0,20,0,8,0
novel_5_754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0
