,baseMean,baseVar,allZero,dispGeneEst,dispFit,dispersion,dispIter,dispOutlier,dispMAP,Intercept,migroupF1.C,migroupF1.F,migroupFS.C,migroupFS.F,migroupTX.C,migroupTX.F,SE_Intercept,SE_migroupF1.C,SE_migroupF1.F,SE_migroupFS.C,SE_migroupFS.F,SE_migroupTX.C,SE_migroupTX.F,MLE_Intercept,MLE_migroup_F1.F_vs_F1.C,MLE_migroup_FS.C_vs_F1.C,MLE_migroup_FS.F_vs_F1.C,MLE_migroup_TX.C_vs_F1.C,MLE_migroup_TX.F_vs_F1.C,WaldStatistic_Intercept,WaldStatistic_migroupF1.C,WaldStatistic_migroupF1.F,WaldStatistic_migroupFS.C,WaldStatistic_migroupFS.F,WaldStatistic_migroupTX.C,WaldStatistic_migroupTX.F,WaldPvalue_Intercept,WaldPvalue_migroupF1.C,WaldPvalue_migroupF1.F,WaldPvalue_migroupFS.C,WaldPvalue_migroupFS.F,WaldPvalue_migroupTX.C,WaldPvalue_migroupTX.F,betaConv,betaIter,deviance,maxCooks,replace
novel_3_649,2860.7831159559,872619.17422968,FALSE,0.0918607039,0.4333713338,0.0906782123,8,FALSE,0.0906782123,11.4448376293,-0.1922091908,0.2868034678,-0.2127275489,-0.2410464219,0.1485180177,0.21066811,0.0738190484,0.1784669993,0.1459592545,0.1644527173,0.1394703426,0.1644514072,0.1394826205,11.23631902,0.5090627896,-0.0186169298,-0.042721357,0.3670100902,0.4280469962,155.0390838178,-1.0770013027,1.9649556906,-1.2935483974,-1.7282987719,0.903111869,1.5103538295,0,0.2814796837,0.0494193662,0.1958214566,0.0839346731,0.3664665253,0.1309531631,TRUE,5,594.8630269563,0.0182057508,FALSE
novel_3_650,523.3964074126,43686.0823164087,FALSE,0.1408135765,0.4840589956,0.1529732334,7,FALSE,0.1529732334,9.0016462266,0.1088243617,0.0959129191,-0.2409224978,-0.1061237627,-0.1280817993,0.2703958394,0.0961051681,0.2213734084,0.1842410353,0.2055590676,0.17650207,0.2057044059,0.1765837189,9.1260358176,-0.0206216826,-0.3932069233,-0.2381514173,-0.2672770643,0.1653527072,93.6645385888,0.4915873255,0.5205839129,-1.17203537,-0.6012607256,-0.6226497615,1.5312614387,0,0.6230111052,0.6026566583,0.2411828559,0.5476663439,0.5335147032,0.1257047918,TRUE,5,488.3793141996,0.0730304058,FALSE
novel_3_653,1588.9635771062,3951804.960708,FALSE,1.9237038207,0.4424561046,1.8605057812,11,FALSE,1.8605057812,10.526224501,-0.3740251521,0.1431651762,0.3173596449,0.1833309244,-0.3498285882,0.0800039123,0.325883911,0.3324525469,0.3415768372,0.3382686409,0.3413565744,0.3382640263,0.3413573366,9.298202424,1.5056695482,1.9273456654,1.561206537,0.2912827778,1.3753680035,32.3005344687,-1.1250482381,0.4191302238,0.9381881928,0.5370657494,-1.0341879745,0.2343699804,6.87499898985698E-229,0.2605685938,0.6751209633,0.3481477051,0.5912221984,0.3010482949,0.8146977618,TRUE,9,606.1567216497,0.0699767086,FALSE
novel_3_667,10.9533988471,123.1002340927,FALSE,1.3009300873,3.3864324423,1.3696265361,10,FALSE,1.3696265361,3.3031178896,0.3480500986,-0.2955492209,-0.4270235744,-0.0260491116,-0.1512228687,0.5517965339,0.2911139915,0.3395718457,0.3400297403,0.3416368607,0.3374643266,0.3416237731,0.3373991833,4.0622719192,-1.3106378479,-1.7506032781,-0.803028321,-1.0861419688,0.1352060022,11.3464759014,1.0249674788,-0.8691863854,-1.2499341362,-0.0771907119,-0.4426590904,1.6354412254,7.72123600319625E-30,0.3053785329,0.3847451929,0.2113236083,0.9384718305,0.658012337,0.1019565862,TRUE,9,249.0102563324,0.0697697375,FALSE
novel_3_669,112.5685265401,7484.4832015013,FALSE,0.6117943901,0.7104710523,0.6152213456,7,FALSE,0.6152213456,6.6691086441,-0.3756230696,0.0897830093,0.4865093119,0.6458921785,-0.270475485,-0.5760821959,0.1910931925,0.3270328905,0.2982617589,0.3158772146,0.2903741961,0.3164003354,0.2916600317,6.0564013451,0.7319725722,1.3069774638,1.4333944761,0.2107128505,-0.1421882956,34.899770933,-1.1485788754,0.3010208537,1.5401848865,2.2243442674,-0.8548520807,-1.9751838901,7.49415423424763E-267,0.2507296718,0.7633985927,0.1235152928,0.0261252905,0.3926330418,0.0482472834,TRUE,8,411.5608119882,0.1602594228,FALSE
novel_3_670,661.0122979467,206859.222905036,FALSE,2.2820003331,0.4711433635,2.1752911517,11,FALSE,2.1752911517,9.3353114475,0.1107105598,-0.1646927382,-0.1195587606,0.0379502598,-0.0862306517,0.2218265789,0.3520374387,0.3254804616,0.3403027834,0.3335295226,0.341416666,0.3335250133,0.3414156461,9.6534513427,-0.686205106,-0.6445538297,-0.2424546326,-0.5505302187,0.1114888313,26.5179507082,0.3401450251,-0.4839594215,-0.3584653006,0.1111552645,-0.2585432823,0.6497258734,6.01829649624207E-155,0.733747316,0.6284146678,0.719995131,0.9114932254,0.7959876496,0.515869308,TRUE,6,543.2315291155,0.0795629372,FALSE
novel_3_684,90.2705543699,4167.1802164872,FALSE,0.2585862196,0.7817218346,0.2689123449,9,FALSE,0.2689123449,6.4564149341,-0.0540587793,0.0158490587,-0.0702468437,-0.3820136238,0.0401916235,0.4502821943,0.1289198922,0.2721779337,0.2332004091,0.2552134152,0.2249487877,0.2556499397,0.2243104762,6.388111499,0.0865034537,-0.0165278675,-0.3646096884,0.1168420804,0.5757332771,50.0808278917,-0.1986155842,0.0679632542,-0.2752474578,-1.6982248617,0.1572135065,2.0074059935,0,0.8425634621,0.9458148855,0.7831261284,0.0894653299,0.875076584,0.0447064512,TRUE,6,376.9363811721,0.1501432509,FALSE
novel_3_686,182.0704058709,26951.5197549061,FALSE,4.7184108519,0.6003608488,4.3979308391,7,FALSE,4.3979308391,7.5025110831,0.0435570506,-0.1211226844,-0.0385114981,-0.0113620447,0.17085198,-0.0434085857,0.49890969,0.2775315594,0.3113085056,0.2924503955,0.3175145149,0.2924436624,0.317488524,7.7141524035,-0.6471473282,-0.3820557685,-0.2460444461,0.4305793838,-0.3462862907,15.0378139247,0.1569444955,-0.3890760525,-0.1316855736,-0.0357843316,0.5842218588,-0.136724897,4.15030717513831E-51,0.875288592,0.6972198879,0.8952329967,0.9714543266,0.5590710569,0.8912482494,TRUE,6,412.2982168152,0.3091049605,FALSE
novel_3_689,159.7128197103,2415.392523932,FALSE,0.0697239407,0.6253259387,0.0762652087,9,FALSE,0.0762652087,7.2822120642,0.0620677306,0.1981887735,-0.184017483,-0.2415146164,-0.1104437084,0.2757233975,0.0705423016,0.1717915731,0.1398790973,0.1572665269,0.1340607749,0.1581220767,0.1339901156,7.3491136961,0.1399779195,-0.2621865682,-0.3178281583,-0.1841641989,0.2195718745,103.2318466945,0.3612967127,1.4168576817,-1.1700994901,-1.8015308105,-0.6984711476,2.0577890851,0,0.7178776509,0.1565245412,0.2419609336,0.0716192556,0.4848825955,0.0396103843,TRUE,5,377.1851731238,0.0789430864,FALSE
novel_3_693,651.6864060603,189888.282339398,FALSE,0.4234256993,0.4718463218,0.4191391378,8,FALSE,0.4191391378,9.297106265,0.046970931,-0.2584858137,-0.0585455292,0.2417828996,-0.2395061849,0.2677889238,0.1571842269,0.3029118652,0.2671607584,0.2887466958,0.2585980407,0.2888371751,0.2586802868,9.3622692981,-0.382481453,-0.1420531596,0.2229339982,-0.3813401239,0.2539469223,59.1478321349,0.1550646787,-0.9675291208,-0.2027573997,0.9349757595,-0.8292083067,1.0352119487,0,0.8767703276,0.3332795908,0.8393246564,0.349800792,0.4069865454,0.3005699398,TRUE,6,536.1238917327,0.1440507348,FALSE
novel_4_715,34.3002748819,392.73936261,FALSE,0.661372524,1.3686718585,0.6844562977,11,FALSE,0.6844562977,5.0814867854,0.0756768345,-0.0169735569,0.0409694657,0.352512683,-0.0390862953,-0.4130962744,0.2041637217,0.3326713453,0.3078699098,0.3232672753,0.3000534567,0.3237598152,0.3023397437,5.2063695604,-0.1483328299,-0.0626665039,0.3385418082,-0.1846967931,-0.6824457748,24.8892738755,0.2274822753,-0.0551322372,0.1267355803,1.1748329345,-0.1207262096,-1.3663313642,9.72154557789956E-137,0.8200487503,0.9560331137,0.8991496839,0.240061561,0.9039078986,0.1718349809,TRUE,6,330.9769783196,0.1079146216,FALSE
novel_4_716,75.3178526631,8491.3659152058,FALSE,0.6079687625,0.8531324852,0.6140528078,8,FALSE,0.6140528078,6.1226044657,0.2320421745,0.4189724377,-0.2002751067,-0.4538193671,-0.4491598133,0.4522431168,0.1915210089,0.3269378365,0.2983918512,0.3164365916,0.2915337336,0.3169753427,0.291134901,6.4842589232,0.1902723954,-0.658100395,-0.9551272267,-1.0394973862,0.2173919932,31.9683177337,0.7097440206,1.4041014729,-0.6329075463,-1.5566615962,-1.417018149,1.5533799463,3.00680682188973E-224,0.4778628887,0.1602886351,0.5267940196,0.1195508511,0.1564776213,0.1203323909,TRUE,8,382.8497688259,0.136595656,FALSE
novel_4_718,194.2187752432,11668.8502813156,FALSE,0.2238782897,0.5892057152,0.2282411316,4,FALSE,0.2282411316,7.5336740822,-0.3627378203,-0.3029454042,0.3842004947,0.5168650926,-0.0020700729,-0.2333080547,0.1178718252,0.2571553534,0.218082417,0.2395560153,0.2086051222,0.2402248828,0.2099609783,7.0897590826,0.1026517936,0.892431095,1.0152009955,0.4414859925,0.1849288642,63.9141208371,-1.4105785299,-1.3891326422,1.6038023269,2.477720045,-0.0086172294,-1.111197217,0,0.158368926,0.1647924194,0.1087576315,0.0132224848,0.9931245308,0.2664834689,TRUE,6,426.7576841135,0.0677732493,FALSE
novel_4_721,606.9615571489,94229.9619808596,FALSE,0.2222600664,0.4755177614,0.2279369889,7,FALSE,0.2279369889,9.1976336746,-0.0501094194,-0.2711663568,-0.1001027576,0.3227009126,-0.0852234225,0.1839062144,0.1167163491,0.2549165017,0.2161213406,0.238606946,0.2074708359,0.2387252477,0.207680372,9.1368048529,-0.2437818875,-0.0563817989,0.4173800423,-0.0389545231,0.264203538,78.8033017312,-0.1965718935,-1.2546949599,-0.4195299395,1.5554037327,-0.3569937546,0.885525255,0,0.8441625672,0.2095895161,0.6748288787,0.1198499457,0.7210964812,0.3758734047,TRUE,5,512.4813358965,0.2435582127,FALSE
novel_4_724,43.4350582844,701.3190660912,FALSE,0.8299603929,1.1695827031,0.8407076015,7,FALSE,0.8407076015,5.3455747239,-0.0775331447,0.0136204171,-0.4196846694,0.28747436,-0.0872820574,0.2834080996,0.2240299555,0.3386971569,0.3194900085,0.3324226003,0.3130848341,0.3324364848,0.3135383576,5.2036285015,0.1618349725,-0.5760629944,0.5398649208,-0.002498325,0.5361915036,23.8609819444,-0.2289158415,0.0426317467,-1.262503419,0.9181995699,-0.262552582,0.9039024818,7.78896014426654E-126,0.8189343278,0.9659950883,0.2067676968,0.3585143938,0.7928954521,0.3660471131,TRUE,8,350.3084777109,0.059201053,FALSE
novel_5_728,138.4760026571,6380.1373782577,FALSE,0.3353379682,0.6565049607,0.3443081278,9,FALSE,0.3443081278,7.1238808777,-0.023404056,-0.0392895494,0.1223674271,-0.2520625087,0.1189847217,0.0734079702,0.1439957762,0.2898946837,0.252264943,0.2741483363,0.2436431665,0.2744332047,0.2438598776,7.0928126413,-0.015560818,0.1847271466,-0.2626248661,0.1806933156,0.1163877321,49.4728461352,-0.0807329603,-0.1557471639,0.4463548046,-1.0345560368,0.4335653256,0.3010252073,0,0.9356543238,0.8762323194,0.6553409741,0.3008762943,0.6646041189,0.7633952729,TRUE,5,418.8438904953,0.096768514,FALSE
novel_5_736,1675.8189870857,390028.657098641,FALSE,0.1818051338,0.4413969895,0.187302824,7,FALSE,0.187302824,10.6729896831,-0.2153075565,-0.2393173119,0.4202138489,0.2908002847,-0.1719212336,-0.0844620316,0.1057005776,0.2377736792,0.1995118476,0.2215701661,0.1913341583,0.2216956509,0.1914687831,10.4197032973,-0.0100571583,0.7307376204,0.5691435907,0.0572339788,0.1614488567,100.9738066353,-0.905514678,-1.1995142882,1.8965272099,1.5198555622,-0.7754831133,-0.4411269045,0,0.3651927874,0.2303280323,0.0578903655,0.1285472811,0.43805424,0.6591211269,TRUE,5,580.6202576792,0.0631135269,FALSE
novel_5_737,3500.6230183584,1082669.17658149,FALSE,0.077908609,0.4312967624,0.0792490352,8,FALSE,0.0792490352,11.7575200568,-0.0797201687,-0.1031011644,0.2827490676,-0.0146934397,-0.2196025504,0.1343748654,0.069030265,0.1683511891,0.1373240784,0.1548769885,0.1310653299,0.1549866029,0.1311145194,11.6719125094,-0.021841833,0.3848942321,0.0703731221,-0.1469946815,0.2249290934,170.3241332211,-0.4735349312,-0.7507872297,1.8256363992,-0.1121077537,-1.4169131163,1.0248663995,0,0.6358315858,0.4527807161,0.0679050492,0.9107379697,0.1565083312,0.3054262308,TRUE,4,605.3927103874,0.0878161939,FALSE
novel_5_740,14.7133877832,61.6650331604,FALSE,0.3938419824,2.6288806276,0.4477702096,7,FALSE,0.4477702096,3.8285138887,0.089835194,-0.1345674037,-0.1559045208,0.3101898459,-0.2385467926,0.1289958294,0.1748798735,0.3171658318,0.2862527659,0.3032209717,0.2743398391,0.3056216343,0.2778403314,3.9615132542,-0.3072765508,-0.349196132,0.2480551953,-0.4679847515,0.0271938509,21.8922498776,0.2832436064,-0.4700999246,-0.5141614048,1.130677363,-0.7805297982,0.4642804329,3.07934753504112E-106,0.7769901033,0.638283628,0.6071391491,0.2581909125,0.4350790951,0.6424468411,TRUE,6,263.684293229,0.0643734508,FALSE
novel_5_741,11.4325549815,56.171365541,FALSE,0.470461207,3.2621893617,0.539047341,5,FALSE,0.539047341,3.5045440504,0.5298129096,-0.2861436535,0.012587607,-0.0274623933,-0.2703451255,0.0415526258,0.1921664241,0.3257281836,0.3016353069,0.3149814313,0.2910976637,0.3180040882,0.2933735548,4.3094323306,-1.1945571978,-0.786647267,-0.8403425712,-1.2102364028,-0.7508530961,18.2370258813,1.6265491793,-0.9486411138,0.0399630129,-0.0943408234,-0.8501309749,0.1416372576,2.6235035953813E-74,0.1038328804,0.342803173,0.9681226142,0.9248384221,0.3952522722,0.8873665363,TRUE,8,248.4008508379,0.1282641327,FALSE
novel_5_747,58.8420323869,1083.0723556151,FALSE,0.1731752201,0.9738440307,0.1852424347,10,FALSE,0.1852424347,5.7947639536,-0.1872919963,0.2431853501,-0.4518299636,-0.1979790793,0.1275941231,0.4663248235,0.1102459672,0.2465562512,0.2058725431,0.2289142367,0.1984096259,0.2279377356,0.1977479869,5.5704145338,0.4933420547,-0.2982034597,0.0075330414,0.3709373533,0.7340947862,52.5621399179,-0.7596319111,1.1812422697,-1.9737958202,-0.9978300114,0.5597762162,2.3581773495,0,0.4474746389,0.2375064937,0.0484049643,0.3183617947,0.5756320883,0.0183649168,TRUE,6,333.5200653177,0.0340858191,FALSE
novel_5_750,17.4760147688,148.0220416215,FALSE,0.7637097218,2.2800179382,0.8066140573,10,FALSE,0.8066140573,4.0980978745,-0.0993847598,0.2153041514,0.0098163907,-0.1037647431,-0.1863096721,0.1643409368,0.2243137793,0.3389100406,0.319334006,0.3318916307,0.3135292477,0.3327038762,0.3140675149,3.9166258559,0.4920720908,0.1974650821,0.0357077814,-0.1316096733,0.4108248157,18.269487894,-0.2932482014,0.6742286989,0.0295770962,-0.3309571399,-0.5599864789,0.5232662693,1.4480318845307E-74,0.7693324433,0.5001659266,0.9764043319,0.7406768603,0.5754886604,0.6007889706,TRUE,6,285.3099217238,0.066254329,FALSE
novel_5_755,602.0936991047,48928.7233570965,FALSE,0.1088846024,0.4759502752,0.1147726232,8,FALSE,0.1147726232,9.1998731455,-0.3395105089,0.2348345255,0.2613085566,0.1008417083,-0.1217716938,-0.1356974158,0.0834787789,0.1982149207,0.1629226125,0.1825696047,0.1557680401,0.1829813385,0.156243224,8.8230479988,0.6260703178,0.6603984035,0.4830825883,0.244499429,0.2337603847,110.2061298376,-1.7128403239,1.4413869377,1.4312818227,0.6473838164,-0.6654869551,-0.868501125,0,0.0867419194,0.1494753985,0.1523494614,0.5173835673,0.5057390844,0.3851200567,TRUE,5,488.6262713984,0.144987701,FALSE
novel_5_760,1184.6134307261,423643.621114467,FALSE,1.9689893248,0.4494312678,1.8836269034,11,FALSE,1.8836269034,10.2068769001,0.0351883831,-0.0454640666,0.0057530415,0.1094703423,-0.0214742477,-0.0834677146,0.3278868807,0.3319667036,0.3415514847,0.3379625269,0.3414374808,0.3379603684,0.3414384375,10.3021704048,-0.1868062101,-0.0815354396,0.1066212337,-0.1470503482,-0.2534615179,31.1292628695,0.1059997365,-0.1331104346,0.01702272,0.3206160672,-0.0635407274,-0.2444590459,9.68087647279616E-213,0.9155825613,0.8941060429,0.9864184905,0.7485013601,0.9493359289,0.8068753165,TRUE,4,591.6723586051,0.1317829659,FALSE
novel_5_762,31688.5931994419,130997217.175214,FALSE,0.1469561318,0.4230458332,0.1522805488,7,FALSE,0.1522805488,14.9347396028,0.0605123945,-0.4819793628,0.2470563237,-0.0806638062,-0.0329936339,0.2880764805,0.095255024,0.2198451794,0.1828405114,0.2041976493,0.1751625021,0.2042028996,0.175163975,15.0037569784,-0.5903627059,0.2056354244,-0.1553784595,-0.1057369386,0.2392252476,156.786896585,0.2752500403,-2.6360643985,1.209888187,-0.460508415,-0.1615727981,1.644610317,0,0.7831241445,0.0083873812,0.2263218007,0.6451513328,0.8716422798,0.1000501979,TRUE,5,790.838972728,0.1333304238,FALSE
novel_5_763,27500.0846012941,627572893.061653,FALSE,0.3013182101,0.4232018997,0.3045912552,7,FALSE,0.3045912552,14.6549271346,-0.3371940958,0.0158466004,-0.1057429211,-0.2171682971,0.0336218798,0.6106450723,0.1340977919,0.2783109407,0.2397877737,0.2626500477,0.2312163135,0.2626512627,0.2312146228,14.2193698891,0.4539548315,0.3057628974,0.1874420455,0.4767434683,1.1298200866,109.285372476,-1.2115732672,0.06608594,-0.4026000451,-0.9392429704,0.1280095874,2.6410313717,0,0.2256757728,0.9473094046,0.6872424765,0.3476060116,0.8981413858,0.0082654065,TRUE,6,802.329180808,0.1927195987,FALSE
novel_5_766,147.0838923174,2905.0690100251,FALSE,0.1079917571,0.6427821075,0.1158988634,10,FALSE,0.1158988634,7.2198533713,0.0839811092,0.1821686452,0.0539581746,-0.2469608511,0.1630640079,-0.236207027,0.0857142961,0.2023082375,0.1667569174,0.1860675409,0.159915895,0.1865656254,0.1612099031,7.3133809932,0.1003872141,-0.0347433828,-0.3546868837,0.0841950635,-0.3436690872,84.2316124388,0.4151146301,1.0924203205,0.2899924098,-1.544317099,0.8740302911,-1.4652141245,0,0.6780579899,0.2746483953,0.7718220444,0.1225115322,0.3821017579,0.1428625072,TRUE,4,385.9511699622,0.0186103702,FALSE
novel_5_768,55.7627859389,344.4518206689,FALSE,0.1167899544,1.004315941,0.1297831624,11,FALSE,0.1297831624,5.7806086286,-0.0038394595,0.1279837788,0.0288283296,0.0688517394,-0.2551647466,0.0333436079,0.0943061638,0.2189347581,0.1812197289,0.200108424,0.1726981341,0.2036325012,0.1752306699,5.7762311256,0.1423797457,0.0362703995,0.0778903015,-0.2794279421,0.0401133358,61.2961909724,-0.0175370028,0.7062353508,0.1440635482,0.3986825903,-1.2530649336,0.190284086,0,0.9860082134,0.4800417898,0.8854502887,0.6901270975,0.2101820764,0.8490865234,TRUE,4,321.6201163345,0.0829129734,FALSE
novel_5_770,36.9802835365,50599.030706294,FALSE,37,1.3000668664,37,4,TRUE,37,4.8727981203,-0.0420788082,-0.0736361091,-0.0526174108,-0.0841710114,0.3366408739,-0.0841347951,1.4435320348,0.117246407,0.1452303469,0.1282568172,0.1519127441,0.1282577785,0.1518914682,-16.7929250379,-3.6838743821,-3.4886091335,-3.8530398567,24.8887658852,-3.7263976195,3.3756078859,-0.3588920914,-0.5070297679,-0.4102504015,-0.5540747215,2.6247209169,-0.5539138971,0.0007365281,0.7196758162,0.612133932,0.6816222717,0.5795277093,0.0086720015,0.5796377738,TRUE,27,37.8488141375,252.871845792,TRUE
novel_6_776,50.0432499738,10714.2429923592,FALSE,31.6976703685,1.0708674925,31.6976703685,11,TRUE,22.0102009981,5.5836610344,-0.0491332052,0.0125409135,-0.0614322865,0.1156441539,0.0386127452,-0.0562291819,1.3359157087,0.1260504041,0.1556877329,0.1377362345,0.1627244776,0.1377306764,0.1627048685,-14.9109074965,20.7033520446,-7.940041425,21.7317556642,21.2367934768,19.2131539888,4.1796507056,-0.3897901444,0.0805517127,-0.4460139826,0.7106746051,0.2803496374,-0.3455900396,2.91957185888537E-05,0.6966917321,0.9357984691,0.6555871457,0.4772858999,0.7792092718,0.7296508325,TRUE,8,157.9146822672,0.163696475,FALSE
novel_6_778,18.1520905645,209.4358741785,FALSE,2.2280824574,2.2108167272,2.2273956892,5,FALSE,2.2273956892,4.1555048181,-0.0567539231,-0.0532943777,0.2254533495,0.1524807679,-0.17767511,-0.0902083704,0.3609469022,0.3227542808,0.3394253387,0.3319447635,0.3410483739,0.3315709193,0.3409187719,3.9738033519,0.0621193092,0.7433660264,0.4867923567,-0.3350091515,-0.0075393187,11.51278704,-0.1758425108,-0.1570135509,0.6791893542,0.4470942526,-0.535858544,-0.2646037058,1.13742054016117E-30,0.8604176712,0.8752341685,0.4970178918,0.6548070086,0.5920563175,0.791314765,TRUE,7,285.5532167996,0.0495349694,FALSE
novel_6_779,35.9905389541,1056.7856037569,FALSE,0.3280096523,1.3242132394,0.3454102556,8,FALSE,0.3454102556,5.0522041138,0.0989996093,-0.1727352795,-0.4644563123,-0.2393730129,0.1414908487,0.6360769869,0.1490714572,0.2951609988,0.2592836098,0.2804365781,0.2499271273,0.2794964994,0.2486013754,5.1860095579,-0.3424226143,-0.7346446038,-0.4160910647,0.0462508732,0.6122456964,33.8911566816,0.3354088436,-0.6662020775,-1.6561901996,-0.9577712332,0.5062347792,2.5586221549,8.9923896808456E-252,0.7373166977,0.5052819452,0.0976833073,0.338178128,0.6126918424,0.0105087892,TRUE,7,315.2096847873,0.2013808837,FALSE
novel_6_782,2280.841527222,20952941.9650628,FALSE,37,0.4362573022,37,8,TRUE,33.4957148868,11.1161369237,-0.0010266903,-0.0483597559,-0.0067139305,-0.0208647845,-0.0228363659,0.0998077762,1.442782934,0.1173069377,0.145303212,0.1283042204,0.1519789549,0.128304078,0.1519787552,11.0791056411,-1.5508057942,-0.1664502313,-0.3943395811,-0.8060035228,1.2641480105,7.7046495782,-0.0087521699,-0.3328195928,-0.0523282127,-0.1372873272,-0.1779862827,0.6567218957,1.31202818506187E-14,0.9930168679,0.7392704677,0.9582671736,0.890803687,0.8587337485,0.5113597529,TRUE,7,264.7986109248,0.12715762,FALSE
novel_6_783,55.3079853665,324.9220211935,FALSE,0.0838739344,1.0091041826,0.0951661108,13,FALSE,0.0951661108,5.7964054125,0.3167179937,-0.0226877614,-0.0579625199,-0.2017572099,-0.1083780718,0.0740708279,0.0824754979,0.1946655488,0.1624096131,0.1789264294,0.1548579535,0.1815698722,0.1559332837,6.1454681345,-0.3731412886,-0.4117197172,-0.561645702,-0.4666785328,-0.2709140167,70.2803324658,1.6269853383,-0.1396946954,-0.3239461053,-1.3028533918,-0.5968945755,0.4750161489,0,0.1037402118,0.8889012177,0.7459788375,0.1926248186,0.5505777692,0.6347754629,TRUE,5,310.6661777491,0.1195552477,FALSE
novel_6_793,23.2286067646,514.0726459944,FALSE,2.4686437228,1.8198828346,2.436558312,10,FALSE,2.436558312,4.3542622277,0.0785344013,0.2509117244,-0.5224032962,-0.4641000815,0.2227420924,0.4343176074,0.3761723371,0.3181854911,0.3376377349,0.3279575144,0.3397546606,0.3281590138,0.339838522,4.6044944591,0.2981712514,-2.357761723,-1.3908782411,0.3332915598,0.6161469687,11.5751792423,0.2468195548,0.7431388687,-1.5928993031,-1.3659859167,0.6787626822,1.2780117005,5.50560714834783E-31,0.8050478761,0.4573976094,0.1111827827,0.1719433838,0.4972882425,0.2012453007,TRUE,12,289.3566371065,0.2152361128,FALSE
novel_6_796,28.5227289988,564.0787892241,FALSE,0.4614594868,1.5604248227,0.4873250721,10,FALSE,0.4873250721,4.6824873393,-0.3993285443,-0.1147276409,0.095714469,0.2495994664,-0.3804950949,0.5492399771,0.1760618897,0.319427221,0.2864215733,0.304093507,0.2765065087,0.3065225343,0.2770471486,4.0623292671,0.4724339115,0.7520929273,0.9288948166,0.0809444193,1.3009601279,26.5956894369,-1.2501393686,-0.4005551663,0.3147534125,0.9026892985,-1.2413282948,1.9824783609,7.61391038556779E-156,0.2112486407,0.6887476599,0.7529488865,0.3666908177,0.2144844962,0.0474257269,TRUE,7,309.2322031471,0.068626285,FALSE
novel_7_797,13145.152128311,9780308.79721098,FALSE,0.0440063271,0.4244913033,0.0485456554,8,FALSE,0.0485456554,13.6700834239,0.0076284031,-0.1930508494,0.2041743981,0.2911846555,-0.1124902547,-0.1974386678,0.054034172,0.1349991578,0.1091617025,0.123755762,0.104029615,0.123786401,0.1040776836,13.6780548462,-0.2059987597,0.2035317664,0.2897497225,-0.1245184823,-0.2098631905,252.9895973176,0.0565070424,-1.7684851468,1.6498173082,2.7990553985,-0.9087448524,-1.8970317264,0,0.9549378855,0.0769798332,0.0989803076,0.0051252343,0.3634848226,0.0578237509,TRUE,3,684.8198313734,0.0504697393,FALSE
novel_7_811,59.9570217169,342.7058826752,FALSE,0.0799626032,0.9635820699,0.0964963937,10,FALSE,0.0964963937,5.9236918556,-0.1231392209,0.0487204997,0.166561807,-0.0722564137,0.2141969336,-0.2340802756,0.0825355805,0.1978610338,0.1618031396,0.177890601,0.154032356,0.1794330277,0.1577744205,5.7871377977,0.1882297126,0.316389663,0.0605126157,0.3683522653,-0.1104688209,71.7713720094,-0.6223520544,0.3011097299,0.9363159497,-0.4690989318,1.1937430711,-1.48363895,0,0.5337103997,0.7633308217,0.3491105385,0.6389989226,0.2325784867,0.1379047304,TRUE,4,325.1453089004,0.1482333988,FALSE
novel_7_813,60.3076829005,1681.7385115268,FALSE,1.8934950387,0.9604331446,1.8443837344,7,FALSE,1.8443837344,5.8429322774,-0.2400285642,-0.4056042116,0.2939224847,0.2420410121,0.0734819663,0.0361905976,0.326137322,0.3323181413,0.3415709197,0.3383166222,0.3413580787,0.3382596365,0.3413799972,5.1143900217,-0.147286213,1.3785326207,1.16499504,0.8999321988,0.7956068463,17.9155585186,-0.722285468,-1.1874670478,0.8687793191,0.7090531239,0.2172353966,0.1060126482,8.91696479158389E-72,0.4701189855,0.235043447,0.3849678469,0.4782915108,0.8280249007,0.9155723169,TRUE,8,371.3724713375,0.1217171274,FALSE
novel_7_829,34.5487880812,388.4885476175,FALSE,0.317799006,1.3618624968,0.339598173,9,FALSE,0.339598173,5.0203604787,0.0961703176,0.414186348,-0.3337869405,-0.4205712282,-0.1908943814,0.4348987068,0.148070994,0.2941564676,0.2558482516,0.2788262052,0.2495724912,0.279686089,0.248080643,5.1492442502,0.3644688038,-0.5568904249,-0.6253922277,-0.3735426336,0.3794029753,33.9050906751,0.3269359277,1.618875038,-1.1971146697,-1.6851666071,-0.6825308403,1.7530537714,5.60484863205851E-252,0.7437163466,0.1054741527,0.2312618629,0.0919564317,0.4949033485,0.0795927776,TRUE,6,314.337853129,0.0348490667,FALSE
