,baseMean,baseVar,allZero,dispGeneEst,dispFit,dispersion,dispIter,dispOutlier,dispMAP,Intercept,migroupF1.C,migroupF1.F,migroupFS.C,migroupFS.F,migroupTX.C,migroupTX.F,SE_Intercept,SE_migroupF1.C,SE_migroupF1.F,SE_migroupFS.C,SE_migroupFS.F,SE_migroupTX.C,SE_migroupTX.F,MLE_Intercept,MLE_migroup_F1.F_vs_F1.C,MLE_migroup_FS.C_vs_F1.C,MLE_migroup_FS.F_vs_F1.C,MLE_migroup_TX.C_vs_F1.C,MLE_migroup_TX.F_vs_F1.C,WaldStatistic_Intercept,WaldStatistic_migroupF1.C,WaldStatistic_migroupF1.F,WaldStatistic_migroupFS.C,WaldStatistic_migroupFS.F,WaldStatistic_migroupTX.C,WaldStatistic_migroupTX.F,WaldPvalue_Intercept,WaldPvalue_migroupF1.C,WaldPvalue_migroupF1.F,WaldPvalue_migroupFS.C,WaldPvalue_migroupFS.F,WaldPvalue_migroupTX.C,WaldPvalue_migroupTX.F,betaConv,betaIter,deviance,maxCooks,replace
oar-miR-99a,28162.4653666535,91023278.4537546,FALSE,0.0982782321,0.4231741288,0.1149347711,8,FALSE,0.1149347711,14.770197182,-0.0436164349,-0.0695539479,0.4773440666,0.1224753091,-0.246708051,-0.2399326386,0.0828687676,0.1966573029,0.1619680409,0.1818482052,0.1548984446,0.1818607813,0.1549108531,14.7219307491,-0.0255235927,0.5656814272,0.1772434923,-0.2196000438,-0.2044909732,178.2359942591,-0.2217890425,-0.4294300746,2.624958911,0.7906813358,-1.3565764385,-1.5488433103,0,0.8244781099,0.6676102712,0.0086659424,0.4291299702,0.1749158324,0.1214193913,TRUE,5,772.3629123708,0.0519001721,FALSE
novel_1_4,249.763707405,91717.8059966686,FALSE,11.4669088222,0.552025555,11.4669088222,9,TRUE,10.0726357015,7.9271501098,-0.0826784527,0.0768631817,-0.0765660459,0.0305192489,-0.0266031037,0.0784696282,0.803703727,0.1972992537,0.2358659866,0.2129958671,0.2444146363,0.2129909523,0.244405993,6.4911009032,1.9169359831,0.4949135398,1.6200599118,1.1637169565,1.8805455067,9.8632740443,-0.4190510158,0.3258764979,-0.3594719793,0.1248666994,-0.1249025062,0.3210626189,6.00584209535344E-23,0.6751788488,0.7445177979,0.7192420361,0.900629082,0.9006007342,0.7481629377,TRUE,6,346.9294100166,0.06234315,FALSE
novel_1_8,9676.8578629668,5658495.94556529,FALSE,0.060311513,0.4253766295,0.067053234,8,FALSE,0.067053234,13.2281043453,-0.1150324039,0.0066993337,0.1987843958,0.1144183152,-0.1387819807,-0.0660802238,0.0634552977,0.1562436612,0.1269941939,0.1435741858,0.1211563521,0.1436097159,0.1211942805,13.1059011948,0.1291404924,0.3308341844,0.2401725091,-0.0234977556,0.0540668766,208.4633566021,-0.7362372526,0.0527530711,1.3845413416,0.9443856081,-0.9663829487,-0.5452420982,0,0.461586325,0.9579286532,0.1661927585,0.3449726332,0.3338525931,0.5855870212,TRUE,4,674.6432636492,0.0532355428,FALSE
novel_1_14,1686.1654122684,564361.308344376,FALSE,0.1683122048,0.4412780981,0.1738526799,7,FALSE,0.1738526799,10.6974096922,0.1319651112,-0.3010427541,0.5903163616,0.0644542475,-0.4287566342,-0.0569303182,0.1018889792,0.2313652089,0.1935691961,0.2153162352,0.1855310235,0.2155170983,0.185638237,10.8505183583,-0.4822502177,0.5113934335,-0.0834608667,-0.6384100458,-0.2146481688,104.9908417554,0.5703757789,-1.5552203558,2.7416249458,0.3474041498,-1.9894321038,-0.3066734479,0,0.5684228539,0.1198935979,0.0061136104,0.7282877162,0.0466535291,0.759091942,TRUE,6,577.8254488112,0.1991496229,FALSE
novel_1_15,46788.9521108161,96442076.5935644,FALSE,0.044029528,0.4227151376,0.0501183814,12,FALSE,0.0501183814,15.5064034441,-0.1553221641,-0.0945191226,0.1999053003,0.1296991256,0.0165792578,-0.0963336798,0.054864102,0.1369070103,0.1107410445,0.1255539709,0.1055694808,0.1255604095,0.1055794391,15.3438537794,0.0655214721,0.3698569236,0.2952551137,0.1797443257,0.0639786326,282.6329581801,-1.134508479,-0.8535148194,1.5921862035,1.2285664817,0.1320420815,-0.9124284103,0,0.2565813191,0.3933738731,0.1113428723,0.219234389,0.8949510069,0.3615432395,TRUE,4,780.3939494653,0.052210235,FALSE
novel_1_21,5688.8122109421,14181597.057482,FALSE,0.3057754874,0.4277289231,0.2845924466,8,FALSE,0.2845924466,12.3970716826,-0.1006856305,-0.2573459711,-0.1674797407,0.172869216,-0.130431923,0.4830810185,0.1297268664,0.2728257115,0.2340726415,0.2569733603,0.2255055717,0.2569833926,0.2255115315,12.2695910745,-0.1691716495,-0.0757528617,0.3229543634,-0.0307229992,0.6728780872,95.562870094,-0.3690474403,-1.0994278076,-0.6517396997,0.7665851211,-0.5075500081,2.1421566125,0,0.7120923644,0.2715815071,0.5145691074,0.4433282246,0.6117689574,0.0321808816,TRUE,5,684.3665178639,0.0767755294,FALSE
novel_1_26,73.5938728344,1270.6362330828,FALSE,0.2271176989,0.8632315219,0.2387672992,7,FALSE,0.2387672992,6.1537447909,0.4942477561,0.2143295786,-0.6719946208,-0.016774062,-0.0171645351,-0.0026406574,0.1225887247,0.2622888855,0.2240961168,0.2479674858,0.2155817181,0.2470372624,0.2169198048,6.7582970157,-0.3617903301,-1.4115651648,-0.6233005404,-0.6249404968,-0.6075120999,50.1982935876,1.8843640864,0.9564180835,-2.7100110267,-0.0778083696,-0.0694815628,-0.0121734269,0,0.0595157442,0.3388610521,0.0067280971,0.9379804887,0.944606308,0.9902872505,TRUE,7,358.14679644,0.2015864741,FALSE
novel_1_27,75.0929907633,1316.8543225458,FALSE,0.2286184801,0.8544234247,0.2401519177,7,FALSE,0.2401519177,6.181479508,0.483921458,0.2056814249,-0.6709686019,-0.0046497926,-0.0313798616,0.0173988483,0.1228503341,0.26269833,0.2244871437,0.2483146908,0.2159208065,0.2474481718,0.2171976021,6.7739871785,-0.3594057907,-1.3987793127,-0.5977059654,-0.629815563,-0.5729976541,50.3171566749,1.8421185167,0.9162280813,-2.7020898353,-0.021534713,-0.1268138753,0.0801060789,0,0.0654578158,0.3595472799,0.0068905142,0.9828191129,0.8990877135,0.936152888,TRUE,7,359.830199407,0.1937382797,FALSE
novel_1_29,40.5184547498,1935.9677878504,FALSE,1.6056512813,1.223393754,1.5903000689,8,FALSE,1.5903000689,5.2653625667,-0.134724531,0.3599131495,0.1595102144,0.2189355785,-0.2013225729,-0.4023088785,0.3043646153,0.3370821774,0.3409526326,0.3408907023,0.3395233455,0.3408212091,0.3397317022,4.9130608611,0.9907499172,0.6901011693,0.7254010477,-0.1132589397,-0.3878293194,17.2995226868,-0.3996785947,1.0556104135,0.4679218685,0.6448321785,-0.5906984881,-1.1841958697,4.74302164111818E-67,0.68939326,0.2911462413,0.6398404642,0.5190359465,0.5547224612,0.2363355367,TRUE,8,344.0788005459,0.0829652626,FALSE
novel_1_31,55.7627859389,344.4518206689,FALSE,0.1167899544,1.004315941,0.1297831624,11,FALSE,0.1297831624,5.7806086286,-0.0038394595,0.1279837788,0.0288283296,0.0688517394,-0.2551647466,0.0333436079,0.0943061638,0.2189347581,0.1812197289,0.200108424,0.1726981341,0.2036325012,0.1752306699,5.7762311256,0.1423797457,0.0362703995,0.0778903015,-0.2794279421,0.0401133358,61.2961909724,-0.0175370028,0.7062353508,0.1440635482,0.3986825903,-1.2530649336,0.190284086,0,0.9860082134,0.4800417898,0.8854502887,0.6901270975,0.2101820764,0.8490865234,TRUE,4,321.6201163345,0.0829129734,FALSE
novel_1_36,10.1848782771,1425.9464711564,FALSE,37,3.6101180853,36.2840163615,7,FALSE,36.2840163615,3.200543728,-0.0133279587,-0.0748957087,0.220452717,-0.0597382446,-0.0535268958,-0.01896211,1.4311751541,0.1181914039,0.146351309,0.1293351032,0.1530969439,0.1292789705,0.1530351145,2.6481464458,-7.2742893788,3.1267594055,-1.2271351046,-7.4402100311,0.170737551,2.2363047031,-0.1127658888,-0.5117529128,1.7045079909,-0.3901988053,-0.4140417855,-0.1239069218,0.0253318186,0.9102161626,0.6088239489,0.0882862245,0.6963895449,0.6788435053,0.9013889724,TRUE,14,88.3287196603,1.6356653783,FALSE
novel_1_38,15.9300686138,211.1218773812,FALSE,3.8165044152,2.4603287103,3.7373072378,10,FALSE,3.7373072378,3.9687678414,0.0486108174,-0.0183113291,-0.138996882,0.1740221173,-0.0554020063,-0.0099204862,0.4641602504,0.2890111868,0.3199649583,0.3032370237,0.3255128772,0.3030619377,0.3251705191,4.1786682361,-0.2655816814,-0.8055452943,0.2410105777,-0.430110384,-0.2373579686,8.5504259313,0.1681970099,-0.0572291705,-0.4583770159,0.5346090111,-0.1828075366,-0.030508566,1.22635110436278E-17,0.8664282932,0.9543626416,0.6466816015,0.5929202512,0.8549490349,0.9756614619,TRUE,6,263.6158545586,0.119638439,FALSE
novel_1_40,64.0950697262,6494.1617479336,FALSE,11.9151132184,0.9286183036,10.4725245386,12,FALSE,10.4725245386,5.9803829789,0.0293511882,-0.1354156489,0.1128455069,-0.0005202511,-0.0415332818,0.0352758487,0.7686318379,0.2045607216,0.2434642599,0.2205090431,0.2520320147,0.2204759011,0.2519938685,6.2696197881,-1.4867989749,0.5082381425,-0.2922145,-0.6958683597,-0.0919739088,7.780555897,0.1434839882,-0.5562033991,0.5117500186,-0.0020642261,-0.1883801433,0.1399869327,7.22065535180337E-15,0.885907956,0.5780718158,0.6088259748,0.998352987,0.8505786644,0.8886703149,TRUE,6,272.0438297363,0.0731584836,FALSE
novel_1_41,7246.3470206246,3173445.87758494,FALSE,0.057987365,0.426502093,0.0648288215,7,FALSE,0.0648288215,12.830580413,0.0277898596,0.0585677288,-0.044827849,-0.2456457633,0.1629409804,0.0411822565,0.0624168011,0.1539456115,0.1250535697,0.141432518,0.1193119073,0.1414422552,0.1193308793,12.8600407021,0.031119184,-0.0764454571,-0.2825144174,0.1412973707,0.0129609426,205.562928405,0.1805173876,0.4683411194,-0.3169557442,-2.0588537126,1.1519964818,0.3451098047,0,0.8567464053,0.6395406675,0.7512771831,0.0395082544,0.2493225191,0.7300118227,TRUE,4,651.9229063295,0.045204158,FALSE
novel_1_45,1640.8719479579,769588.639675607,FALSE,0.1714467478,0.4418096529,0.169918992,6,FALSE,0.169918992,10.5947150978,0.201573419,0.2969109623,-0.8633279111,-0.3763747894,0.3762924608,0.3649318144,0.1007565965,0.229433867,0.1916738042,0.2136659277,0.1838539448,0.2134917671,0.1838163644,10.8277887809,0.0903728802,-1.209988041,-0.6394988495,0.1899576379,0.1604089922,105.1515777747,0.8785687206,1.5490429877,-4.0405502189,-2.0471401348,1.7625619294,1.9853064528,0,0.3796351618,0.1213713866,5.33259442819348E-05,0.0406443273,0.0779744028,0.0471103866,TRUE,7,573.3505125474,0.2085704265,FALSE
novel_1_47,142.3317824245,6143.1009288835,FALSE,0.2510083592,0.6501527752,0.2593958241,7,FALSE,0.2593958241,7.0701006144,0.1470249257,-0.3732832289,-0.1244756493,0.3492336061,-0.3725142817,0.3740186027,0.1258160379,0.2675892103,0.2295360576,0.2512458626,0.2197002109,0.2521245597,0.2202466688,7.2531666654,-0.6109619116,-0.3322861871,0.2084785188,-0.6318477529,0.2366244482,56.1939537453,0.5494426531,-1.626250938,-0.4954336281,1.5895915836,-1.4775009707,1.6981805204,0,0.5827017095,0.1038962841,0.6202940621,0.1119268954,0.1395413983,0.0894736959,TRUE,6,408.6042666257,0.2804649183,FALSE
novel_1_48,82043.2425620035,406526629.737606,FALSE,0.0568166171,0.4224169338,0.0591468561,8,FALSE,0.0591468561,16.3096000002,-0.0197869767,-0.2352653573,-0.0050418445,0.1542322707,0.0091575075,0.0967135691,0.0595718493,0.1475937359,0.119699234,0.1355257806,0.1141632515,0.1355280378,0.1141669761,16.2887285711,-0.2217749126,0.0156087123,0.1793201487,0.0304300398,0.1202307739,273.7803204392,-0.1340637971,-1.9654708671,-0.0372021064,1.3509800109,0.0675690994,0.8471238569,0,0.8933521269,0.0493597643,0.9703238591,0.1767018359,0.9461286542,0.3969260889,TRUE,4,828.0595683796,0.0518361022,FALSE
novel_1_53,1332.8968171402,136702.97054349,FALSE,0.07581554,0.446381922,0.081869081,8,FALSE,0.081869081,10.3593890353,-0.2116823259,0.156385048,-0.0868159487,0.0973524489,0.1244971345,-0.079730533,0.0703712113,0.1713241777,0.1397240161,0.1575224958,0.1333648017,0.1575687323,0.1336072107,10.1313747002,0.3912255443,0.1358844458,0.3290808073,0.3601025219,0.145223576,147.2106113752,-1.2355659824,1.1192424345,-0.5511336536,0.7299710843,0.7901131944,-0.5967532185,0,0.2166199359,0.2630367267,0.581542057,0.4654078597,0.4294616649,0.5506721556,TRUE,4,535.5800056246,0.0373657205,FALSE
novel_1_57,21.3689837642,165.0335414965,FALSE,0.2531665885,1.9415309085,0.2765182164,10,FALSE,0.2765182164,4.4192768637,0.2416697252,0.0238444046,-0.1628849766,-0.3126043075,0.1569446006,0.053033038,0.1385649332,0.2829405793,0.2462780129,0.2665593093,0.238284338,0.2667616118,0.2389143621,4.7329217071,-0.2856768459,-0.5157208354,-0.6753126121,-0.1198508729,-0.2523266264,31.8931836732,0.8541359665,0.0968190555,-0.6110646709,-1.3118961576,0.5883327799,0.2219750941,3.31921716358303E-223,0.3930296577,0.9228700909,0.5411567674,0.1895551742,0.5563089473,0.8243332717,TRUE,5,274.6850746718,0.0863913247,FALSE
novel_10_60,119.3988163806,9364.7623180429,FALSE,0.428535419,0.6939700817,0.4352702257,7,FALSE,0.4352702257,6.8243887701,0.0912359684,0.3148990471,0.0046336563,-0.2878691313,-0.526347407,0.4034517031,0.1615325336,0.3067505373,0.2714847163,0.292664763,0.2634522913,0.2935007067,0.2632910127,6.9526598555,0.2585904429,-0.1221226114,-0.4766046374,-0.84064099,0.3556458243,42.2477665456,0.2974272488,1.1599144562,0.0158326414,-1.0926803096,-1.7933428951,1.5323413397,0,0.7661403429,0.2460836364,0.9873679076,0.274534188,0.0729181125,0.1254382248,TRUE,7,410.531353303,0.1022788299,FALSE
novel_10_62,496.4726223537,28658.7628278754,FALSE,0.1030419159,0.4874233167,0.1086898191,8,FALSE,0.1086898191,8.9421681211,-0.1645036367,-0.0076932954,0.4684184786,0.0572673268,-0.2153965305,-0.1380873157,0.0814211743,0.194064322,0.1595178171,0.1785137797,0.1523083283,0.1792131346,0.1528688916,8.7606487044,0.1733741736,0.6875323495,0.2417113881,-0.0516976382,0.0363066226,109.826076527,-0.8476758377,-0.0482284397,2.6239905929,0.3759960305,-1.2019014734,-0.9033055336,0,0.3966185263,0.961534185,0.0086906185,0.7069198471,0.2294017035,0.3663637605,TRUE,5,472.5705262042,0.0616803107,FALSE
novel_10_66,261.6361962837,29476.0301478467,FALSE,2.7866767712,0.5461262348,2.6445832967,9,FALSE,2.6445832967,7.9903647317,-0.1563294912,-0.2824762855,0.1738600022,0.1582836527,0.1117086769,-0.0050420632,0.3878438444,0.3144785842,0.3358462492,0.3250455564,0.3385900978,0.3250311447,0.338575921,7.3885128988,-0.1433933163,1.0816975828,0.9421201626,0.9175105625,0.5906064385,20.6020150841,-0.4971069545,-0.8410881054,0.5348788771,0.4674786822,0.3436860704,-0.0148919721,2.63257755481894E-94,0.6191136307,0.4002985781,0.5927336155,0.6401574405,0.731082388,0.9881183645,TRUE,8,467.0988545442,0.0987379158,FALSE
novel_10_67,463.5960635188,23629.8786544991,FALSE,0.090305603,0.4920614013,0.0995052958,11,FALSE,0.0995052958,8.8323915253,0.013734298,-0.0586794591,0.3314324216,0.3560547057,-0.2759171479,-0.3666198531,0.0780760593,0.1871908026,0.1536976459,0.1721226687,0.1464157539,0.1729152095,0.1475144707,8.8474194232,-0.0768816779,0.3409544094,0.3576011603,-0.3119742105,-0.3991517872,113.1254779339,0.0733705815,-0.3817850221,1.9255593941,2.4318059791,-1.5956788801,-2.4853145014,0,0.9415112271,0.7026208294,0.0541594131,0.0150237527,0.1105605063,0.0129437026,TRUE,5,464.0910199951,0.0621057996,FALSE
novel_10_69,34.9949873013,8682.4533890207,FALSE,37,1.3498791671,37,5,TRUE,37,5.0946644869,0.0416544629,0.0352328076,-0.0526230404,0.0097869174,0.050103022,-0.0841513055,1.4434154886,0.1172578345,0.145244626,0.1282637578,0.1519250694,0.1282575648,0.1519042422,6.1272230407,-0.4332848065,-24.1294206598,-0.8644411486,-0.0178602228,-23.7460212857,3.5295897315,0.3552382075,0.2425756365,-0.4102720933,0.064419371,0.3906437965,-0.5539760069,0.0004162045,0.7224111434,0.8083341568,0.681606361,0.9486363063,0.6960605479,0.5795952661,TRUE,7,105.3634596962,0.5731495309,FALSE
novel_10_72,74.4775510392,596.6552272647,FALSE,0.186509354,0.8579965487,0.2017122711,11,FALSE,0.2017122711,6.2267612689,0.0996330476,0.0249311127,-0.115915487,-0.112449346,0.1586776455,-0.0548734724,0.1131933817,0.2496806872,0.2111332829,0.2325416295,0.2025026552,0.2327509608,0.2038735615,6.346282456,-0.0917102137,-0.253866866,-0.2432184117,0.064116967,-0.1800138239,55.0099411739,0.3990418672,0.1180823429,-0.498471982,-0.5552981314,0.6817486166,-0.2691544307,0,0.6898623553,0.9060024139,0.6181514124,0.5786907568,0.4953979202,0.7878108456,TRUE,4,359.73134831,0.0510217875,FALSE
novel_10_74,139.6208732472,5159.86230159,FALSE,0.2662180681,0.6545822281,0.2746797487,6,FALSE,0.2746797487,7.1199419152,-0.126300848,0.0957087564,0.3211152422,-0.0008274316,-0.160245334,-0.1294463824,0.1292389809,0.2725149923,0.2334050613,0.2554961468,0.2246769051,0.2563924163,0.2255523663,6.9601834436,0.2697234153,0.5457355171,0.1588231685,-0.0344464365,0.0132638721,55.0912879945,-0.4634638517,0.4100543314,1.2568300781,-0.0036827622,-0.6250002878,-0.5739083322,0,0.6430319197,0.6817660924,0.208815172,0.9970615876,0.5319708692,0.5660298344,TRUE,5,410.8390898338,0.0609773833,FALSE
novel_10_75,228689.215778056,4012500542.59892,FALSE,0.0730311062,0.422163147,0.085118168,8,FALSE,0.085118168,17.7868651123,0.147711067,0.0017702481,-0.1286762778,0.2656766478,-0.138516063,-0.1479556229,0.0713840735,0.1733096323,0.141585541,0.159677375,0.1352151701,0.1596781283,0.1352169901,17.9461667499,-0.1574516853,-0.2961113802,0.1168033693,-0.3065751274,-0.3130978684,249.171337971,0.8522957729,0.0125030289,-0.8058516608,1.9648434978,-0.8674704824,-1.0942088179,0,0.3940499516,0.9900242862,0.4203283863,0.049432354,0.3856842781,0.273863405,TRUE,4,917.0954442464,0.0145536724,FALSE
novel_10_81,25.0196302502,90.6621489172,FALSE,0.1327389866,1.7198172836,0.1602828618,11,FALSE,0.1602828618,4.6068281357,0.1365694603,0.1235381158,-0.438203188,0.1749260433,0.1615062723,-0.158334114,0.1098622671,0.244294439,0.2058954224,0.2285351065,0.1953431902,0.2261577549,0.2020699013,4.7691202264,-0.0253531446,-0.6690031468,0.0284776403,0.0224894712,-0.3369112916,41.9327605062,0.5590363041,0.6000041885,-1.9174436466,0.8954806317,0.7141310383,-0.7835610993,0,0.5761369438,0.5485034441,0.0551815938,0.3705302149,0.4751461548,0.4332976891,TRUE,6,275.1475551262,0.0898661545,FALSE
novel_11_85,76.6729479394,5423.8778952144,FALSE,4.9942022811,0.8455131496,4.6650879922,8,FALSE,4.6650879922,6.2203697439,0.0323733892,-0.1904762707,0.2934049718,-0.0055207722,-0.1201165374,-0.0096612838,0.5142119002,0.2725664011,0.3073153666,0.2878663958,0.3138719627,0.2877819806,0.3138132732,6.3864461351,-0.9282435673,0.8960470337,-0.1835900188,-0.7775224048,-0.1968132896,12.0968996262,0.1187724867,-0.61980718,1.0192400922,-0.0175892494,-0.4173872773,-0.0307867278,1.09675585366047E-33,0.9054556068,0.535384741,0.3080889973,0.985966533,0.6763951593,0.9754396251,TRUE,9,349.2206192352,0.115665985,FALSE
novel_11_89,338.7781097341,66175.0279812904,FALSE,4.2942916782,0.5178667266,4.005650781,8,FALSE,4.005650781,8.3634834914,0.1230193385,0.110823407,-0.0352158247,0.1641370392,-0.1716952394,-0.1910640188,0.4761698934,0.2850401457,0.3170802223,0.2993742032,0.3227405851,0.2993592312,0.3227181857,8.8829553557,-0.1914419607,-0.6633068773,-0.0788901844,-1.320558618,-1.1174840612,17.56407452,0.4315860075,0.3495122028,-0.1176314604,0.5085726641,-0.5735424919,-0.5920460242,4.64203073748806E-69,0.66604233,0.7267048113,0.9063596762,0.6110517939,0.566277437,0.5538197694,TRUE,7,461.4622755105,0.0391003459,FALSE
novel_11_90,37.276444275,1060.9396208966,FALSE,1.5892538573,1.2930908077,1.5764413728,9,FALSE,1.5764413728,5.1807906088,-0.1306718894,0.3301702937,0.1431307409,-0.3344943629,-0.0506604923,0.0425286226,0.3031687095,0.3372933961,0.3408722196,0.3409841699,0.3394642178,0.340933486,0.3394940738,4.8412974902,0.9249569631,0.6423774232,-0.2670722171,0.2273037721,0.4133182311,17.0888038462,-0.3874131273,0.9686042883,0.4197577293,-0.9853597091,-0.1485934777,0.1252705889,1.79824688013594E-65,0.698450387,0.3327426629,0.6746624476,0.3244474131,0.8818744199,0.9003093354,TRUE,6,339.8668398932,0.0758340771,FALSE
novel_11_91,35.0357372783,194.1418946375,FALSE,0.1125804349,1.3487999778,0.1314267958,11,FALSE,0.1314267958,5.1858513514,0.3015119506,0.0366012515,0.1887812799,-0.3733989621,-0.0389823423,-0.1145102623,0.0976173307,0.2226965123,0.1875053026,0.2041143613,0.1809391082,0.2081712794,0.1823692474,5.5297930432,-0.3042233335,-0.1344594551,-0.7456822121,-0.3875358386,-0.4672450765,53.1242896567,1.3539141118,0.1952011541,0.9248799483,-2.0636719496,-0.1872609056,-0.6279033549,0,0.1757637808,0.8452354756,0.3550283579,0.0390488307,0.8514560736,0.5300672531,TRUE,5,292.6357917075,0.1983667078,FALSE
novel_11_92,13.3093700395,39.5535641334,FALSE,0.0988747164,2.8616842718,0.1517468443,11,FALSE,0.1517468443,3.5976286066,-0.7081814459,0.1136681884,0.0165671265,0.3493187002,0.1083733724,0.1202560809,0.1192582574,0.2742030851,0.2188912975,0.2348549368,0.2042811955,0.2387420494,0.2122467891,2.6722279483,1.0533420523,0.9445886298,1.3087164334,1.0519425913,1.0600717129,30.1667044812,-2.582689563,0.5192905782,0.0705419553,1.7099895041,0.4539350007,0.5665861022,6.47768336815151E-200,0.009803349,0.6035581227,0.9437623082,0.087267814,0.6498756108,0.5709954194,TRUE,8,233.3020894733,0.8029770606,FALSE
novel_11_93,1049.3384355994,206466.275022552,FALSE,0.1096416951,0.4529648293,0.1174469616,7,FALSE,0.1174469616,9.9862254127,-0.2266860197,-0.4447304671,0.2431902113,-0.1534794506,0.117932351,0.4637789891,0.0841352724,0.1992770288,0.1643797704,0.1839857529,0.1570129764,0.1841268378,0.1569852245,9.7343675596,-0.2211607263,0.5161655587,0.0899308074,0.3800882433,0.7408846324,118.6924952109,-1.1375421499,-2.7055060731,1.3217882768,-0.9774953263,0.6404951738,2.9542843316,0,0.2553117146,0.0068200401,0.1862386632,0.3283239904,0.5218507258,0.0031339512,TRUE,5,529.0180873616,0.0370447585,FALSE
novel_11_94,87.9779547365,48356.6058194623,FALSE,37,0.7910952013,37,9,TRUE,33.1327746901,6.4249019778,0.0478434256,0.0253477696,-0.0526427352,-0.0315931499,0.0735639894,-0.0625156876,1.4430287189,0.1172879494,0.1452803525,0.1282884935,0.1519575871,0.1282862791,0.1519500844,7.5667892177,-0.6898705791,-25.1270586986,-1.8515384601,0.1932491697,-3.1606164892,4.452372911,0.407914247,0.1744748631,-0.4103465069,-0.2079076837,0.5734361458,-0.4114225262,8.49265068751345E-06,0.6833366328,0.8614922841,0.6815517808,0.8353010496,0.5663494224,0.6807627391,TRUE,6,149.9089787491,0.8116662115,FALSE
novel_11_97,108474.729501772,1292464436.89224,FALSE,0.1071826291,0.4223204982,0.1136312963,7,FALSE,0.1136312963,16.6889743793,-0.0142507835,0.1720233211,-0.4010855798,0.1032543803,0.0374956922,0.1025723518,0.0823909302,0.1957189762,0.1611369269,0.1809631987,0.1540986677,0.1809628766,0.1541004135,16.6732228158,0.1980777915,-0.4194861147,0.1244261617,0.0563990178,0.1237086723,202.558392628,-0.0728124774,1.0675598968,-2.2163930714,0.670053686,0.2072010178,0.665620224,0,0.9419553418,0.2857190816,0.0266645938,0.5028235673,0.8358528725,0.5056538763,TRUE,5,872.3186025034,0.1451454037,FALSE
novel_11_98,632.8003441767,1094605.90341888,FALSE,1.440513862,0.4733333643,1.4022819557,12,FALSE,1.4022819557,9.2145766843,0.1138270123,0.5851419016,-0.1165195243,-0.5606161611,0.0906726468,-0.1125006952,0.2837251061,0.3403626815,0.3386694926,0.3417734731,0.3361125658,0.3417735244,0.3361148236,9.4692714964,0.7101878864,-0.4976909402,-1.2352512629,-0.072688554,-0.4422313284,32.4771283415,0.3344285919,1.7277667884,-0.3409261791,-1.6679416903,0.2653003828,-0.3347091152,2.24330569025233E-231,0.738056167,0.084030044,0.7331591561,0.0953273025,0.7907780696,0.7378445248,TRUE,9,543.6427261416,0.1785037507,FALSE
novel_11_101,1873.7996478841,503678.380998347,FALSE,0.1428548228,0.4393497914,0.152445795,7,FALSE,0.152445795,10.8570059794,0.1370660783,-0.0559418667,-0.2459382033,0.0904962277,-0.0194096353,0.0937335027,0.0954754015,0.2202363659,0.1832246994,0.2045536568,0.1754834628,0.204574257,0.1755638119,11.0133594462,-0.2168350057,-0.4304254542,-0.0594650976,-0.1779638796,-0.0559828339,113.7152167805,0.622358972,-0.3053183704,-1.2023163364,0.5156966149,-0.0948781903,0.5338999061,0,0.533705852,0.7601236859,0.2292409899,0.6060663193,0.92441158,0.593410787,TRUE,5,582.7932337293,0.056129854,FALSE
